holiday,temperature,rain_1h,snow_1h,clouds_percentage,population_density_categorical,time,Christmas Day,Columbus Day,Independence Day,Labor Day,Martin Luther King Jr Day,Memorial Day,New Years Day,None,State Fair,Thanksgiving Day,Veterans Day,Washingtons Birthday
None,293.95,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,275.87,0.0,0.0,90,high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,269.39,0.0,0.0,20,very low,6,0,0,0,0,0,0,0,1,0,0,0,0
None,273.95,0.0,0.0,90,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,284.04,0.0,0.0,0,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,278.22,0.0,0.0,90,high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,272.6,0.0,0.0,5,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,287.51,0.0,0.0,75,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,283.35,0.0,0.0,0,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,301.7,0.0,0.0,75,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,287.33,0.0,0.0,90,high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,248.88,0.0,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,279.07,0.0,0.0,64,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,285.86,0.0,0.0,90,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,273.85,0.38,0.0,64,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,294.05,0.0,0.0,12,very low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,293.65,0.0,0.0,75,very low,6,0,0,0,0,0,0,0,1,0,0,0,0
None,251.08,0.0,0.0,5,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,298.26,0.0,0.0,40,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,304.97,0.0,0.0,24,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,284.24,0.25,0.0,1,very high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,281.84,0.0,0.0,90,very low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,287.37,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,266.08,0.0,0.0,90,medium,12,0,0,0,0,0,0,0,1,0,0,0,0
None,287.0,0.0,0.0,75,medium,5,0,0,0,0,0,0,0,1,0,0,0,0
None,296.91,0.0,0.0,75,medium,15,0,0,0,0,0,0,0,1,0,0,0,0
None,268.52,0.0,0.0,90,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,274.0,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,286.29,0.0,0.0,0,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,256.43,0.0,0.0,1,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,281.21,0.0,0.0,90,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,282.2,0.0,0.0,40,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,264.7,0.25,0.0,90,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,293.99,0.0,0.0,56,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,271.15,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,304.89,0.0,0.0,1,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,261.94,0.0,0.0,90,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,298.4,0.0,0.0,1,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,290.273,0.0,0.0,0,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,265.21,0.0,0.0,75,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,269.34,0.0,0.0,75,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,275.41,0.0,0.0,90,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,285.29,0.0,0.0,90,very low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,287.78,0.0,0.0,75,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,266.99,0.0,0.0,64,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,271.72,0.0,0.0,90,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,295.04,5.52,0.0,75,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,291.14,0.0,0.0,68,medium,5,0,0,0,0,0,0,0,1,0,0,0,0
None,275.02,0.0,0.0,90,medium,21,0,0,0,0,0,0,0,1,0,0,0,0
None,267.95,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,292.16,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,276.23,0.0,0.0,1,low,8,0,0,0,0,0,0,0,1,0,0,0,0
None,255.48,0.0,0.0,75,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,269.2,0.0,0.0,90,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,272.69,0.0,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,283.21,0.0,0.0,75,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,277.9,0.0,0.0,75,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,293.41,0.0,0.0,1,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,273.4,0.0,0.0,90,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,294.28,0.0,0.0,75,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,277.635,0.0,0.0,80,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,266.15,0.0,0.0,1,medium,17,0,0,0,0,0,0,0,1,0,0,0,0
None,268.08,0.0,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,302.93,0.0,0.0,0,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,284.79,1.4,0.0,75,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,285.15,0.0,0.0,90,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,283.15,0.0,0.0,75,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,274.15,0.0,0.0,75,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,273.87,0.0,0.0,90,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,288.81,0.0,0.0,1,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,273.22,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,285.73,0.0,0.0,1,very high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,288.51,0.0,0.0,1,low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,250.79,0.0,0.0,1,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,297.8,0.0,0.0,1,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,276.8,0.0,0.0,0,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,275.75,0.0,0.0,90,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,282.34,0.0,0.0,90,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,264.28,0.0,0.0,90,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,290.59,0.25,0.0,92,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,259.15,0.0,0.0,1,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,269.01,0.0,0.0,20,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,284.44,0.0,0.0,90,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,266.48,0.0,0.0,75,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,272.81,0.0,0.0,90,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,276.793,0.0,0.0,64,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,283.95,0.0,0.0,90,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,270.41,0.0,0.0,75,medium,11,0,0,0,0,0,0,0,1,0,0,0,0
None,272.12,0.0,0.0,90,medium,14,0,0,0,0,0,0,0,1,0,0,0,0
None,298.92,0.0,0.0,1,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,273.65,0.0,0.0,1,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,271.341,0.0,0.0,8,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,287.09,0.0,0.0,40,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,294.82,0.0,0.0,75,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,288.36,0.0,0.0,40,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,277.18,0.0,0.0,75,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,302.02,0.0,0.0,1,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,274.75,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,265.65,0.0,0.0,40,high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,297.57,0.0,0.0,75,medium,13,0,0,0,0,0,0,0,1,0,0,0,0
None,287.0,0.0,0.0,1,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,291.28,1.02,0.0,20,medium,21,0,0,0,0,0,0,0,1,0,0,0,0
None,290.14,0.0,0.0,90,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,294.88,0.0,0.0,75,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
None,289.47,0.0,0.0,1,high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,260.17,1.02,0.0,90,medium,12,0,0,0,0,0,0,0,1,0,0,0,0
None,282.19,0.0,0.0,75,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,273.71,0.0,0.0,90,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,271.83,0.0,0.0,90,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,268.27,0.0,0.0,5,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,274.71,0.0,0.0,75,high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,266.78,0.0,0.0,1,high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,285.29,0.0,0.0,90,very low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,285.42,0.0,0.0,1,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,248.13,0.0,0.0,5,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,291.15,0.0,0.0,75,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,291.24,7.37,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,296.36,0.55,0.0,75,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,296.48,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,295.62,0.0,0.0,5,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,278.05,0.0,0.0,75,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,302.29,0.0,0.0,0,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,271.23,0.0,0.0,64,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,277.86,0.0,0.0,5,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,304.63,0.0,0.0,0,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,270.69,0.0,0.0,75,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,277.88,0.0,0.0,0,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,284.056,0.0,0.0,0,high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,288.02,0.0,0.0,1,high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,277.8,0.0,0.0,75,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,266.26,0.0,0.0,90,medium,8,0,0,0,0,0,0,0,1,0,0,0,0
None,295.82,0.0,0.0,48,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,292.08,0.0,0.0,90,medium,21,0,0,0,0,0,0,0,1,0,0,0,0
None,271.15,0.0,0.0,1,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,296.26,0.0,0.0,24,medium,5,0,0,0,0,0,0,0,1,0,0,0,0
None,270.84,0.0,0.0,64,high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,280.56,0.0,0.0,46,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,253.86,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,275.02,0.0,0.0,90,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,252.73,0.0,0.0,1,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,283.71,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,288.78,0.0,0.0,0,high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,294.97,0.51,0.0,0,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,280.91,0.0,0.0,40,low,7,0,0,0,0,0,0,0,1,0,0,0,0
None,298.65,0.0,0.0,40,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,296.15,0.0,0.0,1,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,293.8,0.0,0.0,92,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,301.5,0.0,0.0,40,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,286.65,0.0,0.0,75,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,263.46,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,285.47,0.0,0.0,90,low,8,0,0,0,0,0,0,0,1,0,0,0,0
None,285.7,0.25,0.0,92,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,269.75,0.0,0.0,90,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,288.86,0.0,0.0,90,low,6,0,0,0,0,0,0,0,1,0,0,0,0
None,289.02,0.0,0.0,90,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,286.86,0.0,0.0,40,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,264.52,0.0,0.0,1,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,285.86,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,281.65,0.0,0.0,90,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,296.92,0.0,0.0,1,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,287.6,0.25,0.0,1,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,284.38,0.0,0.0,75,medium,16,0,0,0,0,0,0,0,1,0,0,0,0
None,271.61,0.0,0.0,90,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,274.15,0.0,0.0,1,very low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,298.66,0.25,0.0,75,medium,15,0,0,0,0,0,0,0,1,0,0,0,0
None,284.49,0.0,0.0,68,very low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,298.85,0.0,0.0,0,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,278.39,0.0,0.0,1,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,292.71,0.0,0.0,1,low,16,0,0,0,0,0,0,0,1,0,0,0,0
None,264.83,0.0,0.0,90,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,281.62,0.0,0.0,90,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,282.55,0.0,0.0,90,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,260.68,0.0,0.0,1,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,259.57,0.0,0.0,40,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,295.54,0.51,0.0,90,very low,17,0,0,0,0,0,0,0,1,0,0,0,0
None,292.08,0.0,0.0,90,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,300.95,0.0,0.0,1,high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,296.44,0.0,0.0,1,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,283.87,0.0,0.0,90,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,295.28,0.0,0.0,40,high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,292.82,0.0,0.0,75,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,284.26,0.25,0.0,92,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,280.56,0.0,0.0,46,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,282.62,1.28,0.0,90,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,298.42,0.0,0.0,40,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,268.84,0.0,0.0,90,high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,288.85,0.0,0.0,40,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,263.49,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,297.61,0.0,0.0,20,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,285.87,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,283.1,0.0,0.0,75,medium,16,0,0,0,0,0,0,0,1,0,0,0,0
None,292.9,0.0,0.0,1,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,273.66,0.0,0.0,90,very low,6,0,0,0,0,0,0,0,1,0,0,0,0
None,254.69,0.0,0.0,90,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,265.17,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,282.55,0.0,0.0,0,very low,6,0,0,0,0,0,0,0,1,0,0,0,0
None,266.75,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,293.63,0.0,0.0,90,high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,293.58,11.59,0.0,90,medium,17,0,0,0,0,0,0,0,1,0,0,0,0
None,287.16,0.0,0.0,75,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,270.22,0.0,0.0,90,low,19,0,0,0,0,0,0,0,1,0,0,0,0
None,274.95,0.0,0.0,90,high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,287.6,0.3,0.0,90,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,301.36,0.0,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,256.38,0.0,0.0,5,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,281.08,0.0,0.0,90,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,265.88,0.0,0.0,1,very low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,299.02,0.0,0.0,1,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,283.43,0.0,0.0,90,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,287.49,0.38,0.0,92,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,277.01,0.0,0.0,90,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,298.39,1.02,0.0,90,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,277.02,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,293.65,0.0,0.0,1,high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,289.65,0.0,0.0,90,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,284.89,0.0,0.0,0,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,276.95,0.0,0.0,90,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,291.952,0.0,0.0,44,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,269.15,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,270.29,0.0,0.0,1,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,296.58,0.0,0.0,90,high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,273.55,0.0,0.0,75,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,291.54,0.0,0.0,1,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
None,292.09,0.0,0.0,1,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,291.95,0.0,0.0,40,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,298.33,0.0,0.0,1,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,294.53,0.0,0.0,1,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,286.46,0.51,0.0,90,high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,277.59,0.0,0.0,1,very high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,301.43,0.0,0.0,20,high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,270.42,0.0,0.0,1,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,285.61,0.0,0.0,90,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,280.41,0.0,0.0,90,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,285.59,0.0,0.0,20,very low,6,0,0,0,0,0,0,0,1,0,0,0,0
None,282.42,0.0,0.0,1,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,276.01,0.0,0.0,1,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,266.73,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,274.91,0.0,0.0,99,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,297.15,0.0,0.0,1,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,277.97,0.0,0.0,5,medium,17,0,0,0,0,0,0,0,1,0,0,0,0
None,291.28,0.0,0.0,75,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,282.04,0.0,0.0,48,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,280.24,0.0,0.0,0,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,288.35,0.0,0.0,1,high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,285.62,0.0,0.0,40,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,267.45,0.0,0.0,90,high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,290.31,0.0,0.0,90,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,269.22,0.0,0.0,40,high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,291.14,0.0,0.0,1,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,284.16,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,274.65,0.0,0.0,90,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,297.15,0.0,0.0,0,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,299.59,0.0,0.0,75,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,274.66,0.0,0.0,1,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,269.74,0.0,0.0,40,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,295.94,0.0,0.0,90,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,264.09,0.0,0.0,20,medium,13,0,0,0,0,0,0,0,1,0,0,0,0
None,265.44,0.0,0.0,90,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,291.68,0.38,0.0,90,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,297.01,0.0,0.0,1,very low,6,0,0,0,0,0,0,0,1,0,0,0,0
None,287.48,0.0,0.0,5,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,295.96,0.0,0.0,92,high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,283.62,0.0,0.0,75,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,272.88,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,295.01,0.0,0.0,90,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,253.09,0.0,0.0,64,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,285.28,0.0,0.0,90,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,259.3,0.0,0.0,64,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,253.64,0.0,0.0,75,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,284.22,0.0,0.0,90,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
None,280.55,0.0,0.0,90,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,293.55,0.0,0.0,1,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,249.89,0.0,0.0,90,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,271.28,0.0,0.0,90,very low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,292.31,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,270.54,0.76,0.0,64,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,292.51,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,272.35,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,273.95,0.0,0.0,90,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,279.75,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,292.65,0.0,0.0,75,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,278.9,0.0,0.0,40,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,295.83,0.0,0.0,1,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,272.22,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,288.22,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,291.44,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,285.0,0.42,0.0,90,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,268.03,0.0,0.0,90,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,281.28,0.0,0.0,90,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,281.52,0.0,0.0,1,very high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,288.12,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,268.94,0.0,0.0,75,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,247.15,0.0,0.0,1,low,19,0,0,0,0,0,0,0,1,0,0,0,0
None,288.38,0.0,0.0,90,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,271.65,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,294.67,0.0,0.0,56,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,276.08,0.0,0.0,90,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,299.49,0.0,0.0,1,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,295.47,0.0,0.0,40,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,278.21,0.0,0.0,90,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,298.02,0.0,0.0,75,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,267.81,0.0,0.0,64,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,279.0,0.0,0.0,90,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,275.22,0.0,0.0,90,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,274.76,0.48,0.0,90,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,284.66,0.0,0.0,40,medium,22,0,0,0,0,0,0,0,1,0,0,0,0
None,283.14,0.51,0.0,90,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,291.8,1.78,0.0,90,very low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,265.36,0.0,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,285.59,0.0,0.0,40,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,286.548,0.0,0.0,92,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
