,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
43743,None,286.42,0.0,0.0,40,Drizzle,light intensity drizzle,5/2/2018 1:00,324,very low
12370,None,275.77,0.0,0.0,75,Clouds,broken clouds,2/19/2014 19:00,3621,medium
20725,None,266.58,0.0,0.0,90,Mist,mist,1/20/2016 15:00,5661,high
44540,None,293.92,0.0,0.0,1,Clear,sky is clear,5/30/2018 22:00,1932,low
3108,None,252.22,0.0,0.0,75,Clouds,broken clouds,1/22/2013 13:00,4747,high
64,None,281.69,0.0,0.0,90,Clouds,overcast clouds,10/5/2012 7:00,6628,very high
10403,None,271.45,1.52,0.0,90,Fog,fog,12/4/2013 10:00,3869,medium
7981,None,289.65,0.0,0.0,92,Clouds,overcast clouds,7/27/2013 19:00,3189,medium
4806,None,281.36,0.0,0.0,5,Clear,sky is clear,4/5/2013 18:00,4995,high
13975,None,277.73,1.21,0.0,90,Rain,moderate rain,4/27/2014 20:00,2240,low
6750,None,286.98,0.76,0.0,24,Mist,mist,6/6/2013 19:00,3557,medium
40036,None,264.86,0.0,0.0,90,Clouds,overcast clouds,12/24/2017 6:00,839,very low
18358,None,295.35,0.25,0.0,75,Rain,moderate rain,9/17/2015 17:00,6223,very high
20616,None,269.51,0.0,0.0,90,Mist,mist,1/14/2016 14:00,5462,high
42629,None,273.15,0.0,0.0,90,Snow,snow,3/26/2018 5:00,2625,low
40642,None,263.72,0.0,0.0,90,Snow,light snow,1/14/2018 18:00,1935,low
22841,None,284.61,0.0,0.0,90,Rain,light rain,4/27/2016 15:00,6115,very high
20384,None,270.21,0.0,0.0,90,Clouds,overcast clouds,1/3/2016 5:00,606,very low
40388,None,247.62,0.0,0.0,5,Haze,haze,1/6/2018 8:00,2487,low
16826,None,298.97,0.0,0.0,1,Clear,sky is clear,7/24/2015 11:00,5104,high
12610,None,254.52,0.0,0.0,90,Clouds,overcast clouds,3/1/2014 16:00,4314,medium
45939,None,288.89,0.0,0.0,1,Clear,sky is clear,7/18/2018 4:00,894,very low
20714,None,261.82,0.0,0.0,90,Mist,mist,1/20/2016 7:00,5705,high
16328,None,290.94,0.38,0.0,75,Rain,moderate rain,7/6/2015 13:00,4307,medium
9348,None,291.57,0.0,0.0,0,Clear,Sky is Clear,10/7/2013 16:00,6336,very high
44641,None,290.55,0.0,0.0,5,Mist,mist,6/2/2018 22:00,2808,low
8340,None,292.02,0.0,0.0,0,Clear,Sky is Clear,8/11/2013 10:00,3335,medium
40299,None,262.45,0.0,0.0,90,Snow,light snow,1/2/2018 18:00,3625,medium
3137,None,257.41,0.0,0.0,90,Clouds,overcast clouds,1/23/2013 23:00,1150,very low
23278,None,284.1,0.0,0.0,90,Mist,mist,5/12/2016 2:00,278,very low
34744,None,292.59,0.0,0.0,90,Rain,moderate rain,6/22/2017 15:00,5652,high
44631,None,290.58,0.0,0.0,90,Rain,moderate rain,6/2/2018 16:00,4560,high
29397,None,274.08,0.0,0.0,90,Mist,mist,12/23/2016 17:00,4119,medium
33969,None,285.22,0.0,0.0,40,Clouds,scattered clouds,5/23/2017 23:00,1110,very low
32609,None,284.47,0.0,0.0,90,Drizzle,drizzle,4/12/2017 18:00,4506,high
23269,None,284.6,0.0,0.0,40,Mist,mist,5/11/2016 22:00,1798,low
30989,None,270.58,0.0,0.0,1,Clear,sky is clear,2/13/2017 3:00,368,very low
44606,None,292.58,0.0,0.0,1,Clear,sky is clear,6/1/2018 23:00,2218,low
39975,None,268.22,0.0,0.0,90,Snow,light snow,12/21/2017 16:00,6551,very high
19613,None,266.15,0.0,0.0,40,Clouds,scattered clouds,11/21/2015 10:00,4548,high
48082,None,281.25,0.0,0.0,90,Clouds,overcast clouds,9/26/2018 2:00,227,very low
3220,None,273.05,0.0,0.0,90,Mist,mist,1/30/2013 1:00,370,very low
31516,None,283.15,0.0,0.0,90,Clouds,overcast clouds,3/5/2017 21:00,2198,low
1968,None,266.42,0.0,0.0,90,Mist,mist,12/13/2012 7:00,6385,very high
4180,None,276.11,0.0,0.0,90,Haze,haze,3/9/2013 17:00,4361,medium
28519,None,271.08,0.0,0.0,90,Fog,fog,11/27/2016 4:00,300,very low
35392,None,294.95,0.0,0.0,1,Clear,sky is clear,7/16/2017 23:00,1386,very low
25520,None,291.03,0.0,0.0,0,Clear,Sky is Clear,8/5/2016 22:00,3274,medium
39138,None,270.61,0.0,0.0,90,Snow,light snow,11/21/2017 6:00,5793,high
24524,None,295.36,0.0,0.0,40,Clouds,scattered clouds,6/28/2016 15:00,5166,high
9953,None,270.59,0.0,0.0,64,Clouds,broken clouds,11/18/2013 8:00,6092,very high
25630,None,301.67,0.0,0.0,0,Clear,Sky is Clear,8/10/2016 12:00,4283,medium
9581,None,274.54,0.25,0.0,0,Rain,light rain,10/20/2013 0:00,1408,very low
642,None,279.54,0.0,0.0,90,Drizzle,drizzle,10/26/2012 3:00,380,very low
20113,None,276.43,0.0,0.0,90,Clouds,overcast clouds,12/20/2015 16:00,4205,medium
38497,None,275.55,0.0,0.0,90,Clouds,overcast clouds,10/30/2017 15:00,5698,high
4775,None,270.88,0.0,0.0,1,Clear,sky is clear,4/4/2013 9:00,5373,high
42001,None,274.86,0.0,0.0,40,Clouds,scattered clouds,3/3/2018 7:00,2050,low
16432,None,291.35,0.0,0.0,40,Clouds,scattered clouds,7/10/2015 3:00,379,very low
38442,None,272.49,0.0,0.0,20,Clouds,few clouds,10/28/2017 20:00,3337,medium
31002,None,271.815,0.0,0.0,0,Clear,Sky is Clear,2/14/2017 1:00,332,very low
4207,None,275.35,0.0,0.0,90,Rain,moderate rain,3/10/2013 13:00,4112,medium
14822,None,291.94,0.44,0.0,75,Rain,light rain,6/1/2014 22:00,1700,low
1221,None,277.1,0.0,0.0,99,Rain,light rain,11/16/2012 1:00,435,very low
19524,None,282.69,0.0,0.0,90,Mist,mist,11/17/2015 4:00,859,very low
23793,None,285.59,0.0,0.0,20,Fog,fog,5/30/2016 6:00,895,very low
871,None,276.29,0.0,0.0,75,Clouds,broken clouds,11/3/2012 18:00,4004,medium
25483,None,293.83,0.64,0.0,76,Rain,light rain,8/4/2016 9:00,4732,high
21730,None,283.64,0.0,0.0,5,Clear,sky is clear,3/12/2016 8:00,3792,medium
38300,None,279.08,0.0,0.0,1,Clear,sky is clear,10/24/2017 22:00,3068,medium
4728,None,267.25,0.0,0.0,1,Clear,sky is clear,4/2/2013 10:00,4459,high
8537,None,293.41,0.0,0.0,92,Clouds,overcast clouds,8/20/2013 9:00,5438,high
12002,None,258.07,0.0,0.0,40,Clouds,scattered clouds,2/4/2014 11:00,4327,medium
5104,None,271.91,0.0,0.0,90,Snow,heavy snow,4/14/2013 0:00,1329,very low
32910,None,277.54,0.0,0.0,1,Clear,sky is clear,4/21/2017 0:00,778,very low
23071,None,288.37,0.0,0.0,20,Clouds,few clouds,5/6/2016 5:00,2663,low
3022,None,261.02,0.0,0.0,90,Haze,haze,1/18/2013 11:00,4813,high
37277,None,287.15,0.0,0.0,90,Mist,mist,9/18/2017 22:00,1493,low
14647,None,292.95,0.0,0.0,75,Clouds,broken clouds,5/26/2014 2:00,449,very low
26410,None,293.43,0.0,0.0,90,Mist,mist,9/7/2016 4:00,847,very low
17218,None,298.5,0.0,0.0,1,Clear,sky is clear,8/8/2015 19:00,3766,medium
45707,None,290.37,0.0,0.0,1,Clear,sky is clear,7/10/2018 7:00,6134,very high
27532,None,287.296,0.0,0.0,0,Clear,Sky is Clear,10/23/2016 12:00,3921,medium
19172,None,282.15,0.0,0.0,90,Drizzle,drizzle,10/27/2015 23:00,1042,very low
8496,None,299.65,0.0,0.0,0,Clear,Sky is Clear,8/18/2013 16:00,4489,high
40635,None,262.88,0.0,0.0,90,Fog,fog,1/14/2018 15:00,3383,medium
9331,None,282.55,0.0,0.0,90,Mist,mist,10/6/2013 18:00,4164,medium
13817,None,286.68,0.0,0.0,75,Clouds,broken clouds,4/21/2014 8:00,5803,high
27218,None,284.478,0.0,0.0,0,Clear,Sky is Clear,10/9/2016 18:00,3788,medium
46987,None,291.79,2.03,0.0,90,Rain,proximity shower rain,8/24/2018 10:00,4539,high
39375,None,271.3,0.0,0.0,1,Clear,sky is clear,12/1/2017 1:00,431,very low
2545,None,259.77,0.0,0.0,20,Mist,mist,12/31/2012 10:00,3540,medium
18006,None,299.39,0.0,0.0,1,Drizzle,light intensity drizzle,9/6/2015 2:00,527,very low
30537,None,269.84,0.0,0.0,40,Clouds,scattered clouds,1/27/2017 13:00,5144,high
29351,None,268.27,0.0,0.0,5,Clear,sky is clear,12/22/2016 10:00,4627,high
31052,None,268.039,0.0,0.0,8,Clear,sky is clear,2/16/2017 3:00,468,very low
25828,None,296.18,0.25,0.0,12,Rain,light rain,8/18/2016 18:00,4522,high
7244,None,296.59,0.0,0.0,0,Clear,Sky is Clear,6/27/2013 2:00,336,very low
33426,None,285.14,0.0,0.0,75,Clouds,broken clouds,5/7/2017 11:00,4749,high
12811,None,276.58,0.0,0.0,20,Clouds,few clouds,3/10/2014 7:00,6141,very high
37815,None,286.15,0.0,0.0,90,Mist,mist,10/7/2017 0:00,1802,low
28659,None,275.21,0.0,0.0,90,Snow,light snow,11/30/2016 1:00,352,very low
29481,None,274.48,0.0,0.0,90,Rain,light rain,12/25/2016 18:00,2148,low
26201,None,286.26,0.0,0.0,1,Fog,fog,8/31/2016 4:00,872,very low
2188,None,268.12,0.0,0.0,90,Mist,mist,12/19/2012 4:00,790,very low
43791,None,292.69,0.0,0.0,1,Clear,sky is clear,5/3/2018 21:00,2716,low
26403,None,294.88,0.0,0.0,1,Rain,light rain,9/6/2016 22:00,1410,very low
25479,None,297.62,0.0,0.0,0,Clear,Sky is Clear,8/4/2016 5:00,2770,low
35804,None,301.75,0.0,0.0,40,Clouds,scattered clouds,7/30/2017 15:00,4883,high
2072,None,275.49,0.0,0.0,90,Drizzle,light intensity drizzle,12/16/2012 11:00,3473,medium
15992,None,297.91,0.0,0.0,92,Rain,light rain,6/24/2015 18:00,4658,high
20907,None,272.0,0.0,0.0,1,Clear,sky is clear,1/29/2016 12:00,5428,high
19498,None,284.79,0.0,0.0,90,Clouds,overcast clouds,11/16/2015 2:00,237,very low
44515,None,292.22,0.0,0.0,1,Mist,mist,5/30/2018 4:00,893,very low
4703,None,273.61,0.0,0.0,90,Mist,mist,4/1/2013 5:00,2422,low
31508,None,286.14,0.0,0.0,1,Clear,sky is clear,3/5/2017 13:00,4566,high
37585,None,279.55,0.0,0.0,5,Mist,mist,9/30/2017 8:00,3684,medium
32106,None,278.88,0.0,0.0,90,Drizzle,drizzle,3/26/2017 17:00,4201,medium
37556,None,283.62,0.0,0.0,1,Clear,sky is clear,9/29/2017 4:00,860,very low
21403,None,276.29,0.0,0.0,90,Clouds,overcast clouds,2/20/2016 11:00,4637,high
504,None,293.56,0.0,0.0,75,Clouds,broken clouds,10/22/2012 15:00,5361,high
12259,None,255.48,0.0,0.0,75,Clouds,broken clouds,2/15/2014 4:00,349,very low
14977,None,285.67,1.76,0.0,92,Rain,moderate rain,6/7/2014 10:00,4260,medium
24908,None,295.09,0.0,0.0,1,Clear,sky is clear,7/13/2016 2:00,271,very low
19434,None,280.08,0.0,0.0,90,Rain,moderate rain,11/12/2015 1:00,293,very low
26860,None,292.6,0.0,0.0,80,Clouds,broken clouds,9/24/2016 20:00,3135,medium
16502,None,294.08,9.91,0.0,90,Thunderstorm,proximity thunderstorm,7/12/2015 23:00,963,very low
31030,None,263.79200000000003,0.0,0.0,0,Clear,Sky is Clear,2/15/2017 5:00,2731,low
46150,None,292.15,0.0,0.0,90,Rain,light rain,7/25/2018 8:00,5651,high
16182,None,286.22,0.0,0.0,1,Clear,sky is clear,7/2/2015 2:00,373,very low
21627,None,273.72,0.0,0.0,90,Clouds,overcast clouds,3/5/2016 13:00,4994,high
13549,None,286.32,0.0,0.0,90,Clouds,overcast clouds,4/10/2014 2:00,265,very low
44680,None,298.43,0.0,0.0,40,Clouds,scattered clouds,6/4/2018 13:00,4873,high
40928,None,267.22,0.0,0.0,90,Mist,mist,1/24/2018 11:00,4510,high
42927,None,262.29,0.0,0.0,1,Snow,light snow,4/4/2018 5:00,2580,low
28965,None,261.34,0.0,0.0,75,Snow,light snow,12/9/2016 23:00,2049,low
41875,None,275.86,0.0,0.0,1,Clear,sky is clear,2/26/2018 13:00,4602,high
36230,None,290.44,0.0,0.0,90,Rain,heavy intensity rain,8/14/2017 1:00,392,very low
35908,None,286.22,0.0,0.0,90,Mist,mist,8/3/2017 12:00,5009,high
17082,None,295.58,0.0,0.0,1,Clear,sky is clear,8/3/2015 20:00,2958,medium
43852,None,284.93,0.0,0.0,1,Clear,sky is clear,5/6/2018 5:00,459,very low
4909,None,277.78,0.0,0.0,90,Rain,light rain,4/9/2013 1:00,316,very low
41810,None,270.36,0.0,0.0,90,Haze,haze,2/24/2018 14:00,4831,high
7818,None,292.33,0.0,0.0,0,Clear,Sky is Clear,7/21/2013 1:00,946,very low
5096,None,274.51,0.0,0.0,90,Snow,heavy snow,4/13/2013 18:00,4385,high
39036,None,275.92,0.0,0.0,90,Rain,light rain,11/17/2017 13:00,5105,high
20941,None,276.21,0.0,0.0,1,Clear,sky is clear,1/31/2016 13:00,4794,high
19995,None,274.35,0.0,0.0,90,Drizzle,drizzle,12/14/2015 11:00,4086,medium
19817,None,268.36,0.0,0.0,1,Mist,mist,12/4/2015 4:00,825,very low
40179,None,257.07,0.0,0.0,75,Snow,light snow,12/29/2017 1:00,437,very low
24612,None,285.83,0.0,0.0,75,Clouds,broken clouds,7/2/2016 6:00,1253,very low
24572,None,296.26,0.0,0.0,40,Clouds,scattered clouds,6/30/2016 14:00,4305,medium
36391,None,292.58,0.0,0.0,90,Rain,light rain,8/18/2017 12:00,5094,high
14294,None,281.09,0.0,0.0,90,Clouds,overcast clouds,5/13/2014 6:00,6095,very high
2827,None,274.05,0.0,0.0,90,Rain,moderate rain,1/11/2013 19:00,3433,medium
30317,None,274.94,0.0,0.0,90,Fog,fog,1/21/2017 6:00,1110,very low
19787,None,271.22,0.0,0.0,90,Snow,light snow,12/2/2015 2:00,285,very low
18999,None,278.19,0.0,0.0,1,Clear,sky is clear,10/14/2015 0:00,548,very low
12575,None,250.9,0.0,0.0,20,Clouds,few clouds,2/28/2014 5:00,2501,low
43890,None,301.49,0.0,0.0,1,Clear,sky is clear,5/7/2018 19:00,3292,medium
23962,None,291.75,0.0,0.0,20,Clouds,few clouds,6/5/2016 9:00,3126,medium
729,None,274.29,0.0,0.0,75,Clouds,broken clouds,10/28/2012 20:00,2772,low
42043,None,277.58,0.0,0.0,75,Clouds,broken clouds,3/4/2018 16:00,4537,high
40199,None,256.58,0.0,0.0,90,Haze,haze,12/29/2017 17:00,4564,high
43821,None,289.15,0.0,0.0,1,Clear,sky is clear,5/5/2018 3:00,345,very low
27834,None,281.42,0.0,0.0,1,Clear,sky is clear,11/4/2016 22:00,2433,low
32076,None,276.01,0.0,0.0,90,Mist,mist,3/26/2017 3:00,329,very low
148,None,278.9,0.0,0.0,1,Clear,sky is clear,10/8/2012 22:00,1400,very low
39916,None,273.22,0.0,0.0,40,Clouds,scattered clouds,12/19/2017 8:00,5791,high
15899,None,292.77,0.0,0.0,1,Clear,sky is clear,8/4/2014 23:00,1158,very low
35825,None,300.87,0.0,0.0,40,Clouds,scattered clouds,7/31/2017 12:00,4771,high
20704,None,259.5,0.0,0.0,90,Snow,light snow,1/19/2016 20:00,2660,low
46641,None,291.8,0.0,0.0,1,Mist,mist,8/12/2018 3:00,392,very low
44378,None,297.15,0.0,0.0,40,Clouds,scattered clouds,5/25/2018 11:00,4928,high
39805,None,271.01,0.0,0.0,40,Mist,mist,12/16/2017 0:00,1275,very low
43544,None,278.68,0.0,0.0,1,Clear,sky is clear,4/24/2018 4:00,911,very low
11859,None,263.82,0.0,0.0,75,Clouds,broken clouds,1/29/2014 12:00,4707,high
32790,None,286.49,0.0,0.0,1,Clear,sky is clear,4/17/2017 18:00,4899,high
10766,None,261.7,0.0,0.0,64,Clouds,broken clouds,12/18/2013 5:00,2760,low
11391,None,268.82,0.0,0.0,64,Clouds,broken clouds,1/11/2014 20:00,2519,low
44771,None,292.69,0.0,0.0,1,Rain,light rain,6/8/2018 2:00,354,very low
27442,None,281.54,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 10:00,4187,medium
16277,None,293.82,0.0,0.0,40,Clouds,scattered clouds,7/5/2015 8:00,1482,low
41468,None,261.93,0.0,0.0,40,Clouds,scattered clouds,2/13/2018 8:00,5915,very high
44112,None,284.38,0.0,0.0,1,Mist,mist,5/15/2018 6:00,5914,very high
41744,None,269.79,0.0,0.0,90,Mist,mist,2/23/2018 1:00,390,very low
41415,None,254.22,0.0,0.0,1,Clear,sky is clear,2/11/2018 3:00,302,very low
2287,None,262.59,0.0,0.0,20,Clouds,few clouds,12/21/2012 22:00,2724,low
35891,None,290.08,0.0,0.0,90,Thunderstorm,proximity thunderstorm,8/3/2017 4:00,896,very low
10835,None,265.09,0.0,0.0,64,Clouds,broken clouds,12/21/2013 0:00,1042,very low
11894,None,256.22,0.0,0.0,0,Clear,sky is clear,1/30/2014 23:00,1255,very low
30719,None,262.15,0.0,0.0,1,Clear,sky is clear,2/2/2017 19:00,3364,medium
18701,None,279.71,0.0,0.0,1,Clear,sky is clear,9/30/2015 23:00,968,very low
1087,None,279.9,0.0,0.0,90,Mist,mist,11/11/2012 5:00,462,very low
26801,None,289.57,0.0,0.0,92,Rain,light rain,9/22/2016 9:00,4769,high
34554,None,296.28,0.0,0.0,5,Clear,sky is clear,6/15/2017 10:00,4816,high
39568,None,262.86,0.0,0.0,1,Clear,sky is clear,12/7/2017 3:00,376,very low
6594,None,297.44,0.0,0.0,40,Clouds,scattered clouds,6/1/2013 14:00,4647,high
19057,None,272.82,0.0,0.0,1,Mist,mist,10/18/2015 3:00,382,very low
40078,None,253.65,0.0,0.0,40,Clouds,scattered clouds,12/25/2017 18:00,3172,medium
26488,None,293.53,0.0,0.0,75,Clouds,broken clouds,9/9/2016 19:00,3578,medium
22713,None,287.62,0.0,0.0,40,Rain,moderate rain,4/24/2016 4:00,390,very low
15374,None,292.04,0.0,0.0,36,Clouds,scattered clouds,7/10/2014 8:00,6355,very high
47102,None,302.1,1.78,0.0,40,Thunderstorm,proximity thunderstorm,8/26/2018 17:00,3998,medium
39358,None,275.35,0.0,0.0,5,Clear,sky is clear,11/30/2017 8:00,5819,high
30515,None,271.35,0.0,0.0,90,Clouds,overcast clouds,1/26/2017 15:00,5767,high
39034,None,275.92,0.0,0.0,90,Drizzle,drizzle,11/17/2017 13:00,5105,high
20583,None,255.48,0.0,0.0,1,Clear,sky is clear,1/12/2016 13:00,4636,high
13886,None,279.54,0.0,0.0,90,Clouds,overcast clouds,4/24/2014 3:00,342,very low
10313,None,274.08,0.38,0.0,64,Drizzle,light intensity drizzle,12/2/2013 20:00,2217,low
27808,None,279.42,0.0,0.0,1,Clear,sky is clear,11/3/2016 22:00,1716,low
28413,None,275.34,0.0,0.0,90,Haze,haze,11/24/2016 15:00,2915,medium
7693,None,294.14,0.0,0.0,20,Clouds,few clouds,7/15/2013 2:00,293,very low
31272,None,270.15,0.0,0.0,90,Snow,light snow,2/24/2017 14:00,5111,high
29674,New Years Day,270.62,0.0,0.0,90,Snow,light snow,1/2/2017 0:00,798,very low
37870,None,292.6,0.0,0.0,20,Clouds,few clouds,10/8/2017 12:00,4289,medium
36706,None,291.22,0.0,0.0,90,Clouds,overcast clouds,8/28/2017 11:00,4663,high
23237,None,283.22,0.0,0.0,90,Rain,light rain,5/11/2016 8:00,6087,very high
5567,None,280.41,0.0,0.0,1,Clear,sky is clear,4/28/2013 3:00,390,very low
32562,None,273.79,0.0,0.0,90,Snow,light snow,4/11/2017 2:00,304,very low
25794,None,291.62,0.0,0.0,0,Clear,Sky is Clear,8/17/2016 8:00,5853,very high
34531,None,296.95,0.0,0.0,75,Clouds,broken clouds,6/14/2017 11:00,4866,high
44448,None,295.62,0.0,0.0,1,Clear,sky is clear,5/28/2018 7:00,989,very low
14316,None,277.3,0.0,0.0,1,Clear,sky is clear,5/14/2014 4:00,825,very low
21173,None,262.02,0.0,0.0,90,Snow,light snow,2/8/2016 23:00,1407,very low
26944,None,283.85,0.0,0.0,92,Clouds,overcast clouds,9/28/2016 8:00,5703,high
29052,None,259.28,0.0,0.0,40,Snow,snow,12/12/2016 3:00,619,very low
12166,None,248.0,0.0,0.0,1,Clear,sky is clear,2/11/2014 7:00,6080,very high
7781,None,303.6,0.0,0.0,36,Clouds,scattered clouds,7/19/2013 11:00,5407,high
47247,None,293.51,0.81,0.0,40,Thunderstorm,thunderstorm,8/31/2018 5:00,2754,low
9962,None,269.67,0.0,0.0,64,Clouds,broken clouds,11/18/2013 19:00,2911,low
25278,None,297.37,0.0,0.0,90,Rain,light rain,7/27/2016 10:00,4374,high
33185,None,281.46,0.0,0.0,1,Clear,sky is clear,4/30/2017 0:00,1360,very low
2762,None,270.22,0.0,0.0,75,Clouds,broken clouds,1/8/2013 8:00,6094,very high
10802,None,264.65,0.0,0.0,64,Snow,light snow,12/19/2013 20:00,2789,low
10211,None,263.92,0.0,0.0,1,Clear,sky is clear,11/29/2013 7:00,2542,low
30831,None,269.89,0.0,0.0,90,Mist,mist,2/7/2017 7:00,5929,very high
45071,None,294.92,0.0,0.0,90,Mist,mist,6/18/2018 2:00,272,very low
32044,None,275.62,0.0,0.0,90,Clouds,overcast clouds,3/25/2017 6:00,1006,very low
45810,None,295.22,0.0,0.0,40,Rain,moderate rain,7/13/2018 11:00,4740,high
6457,None,286.92,0.0,0.0,90,Clouds,overcast clouds,5/28/2013 3:00,336,very low
30002,None,253.4,0.0,0.0,90,Clouds,overcast clouds,1/12/2017 22:00,2768,low
5627,None,294.95,0.0,0.0,1,Clear,sky is clear,4/30/2013 15:00,6065,very high
12462,None,264.57,0.0,0.0,1,Clear,sky is clear,2/23/2014 15:00,3888,medium
20813,None,272.15,0.0,0.0,90,Mist,mist,1/24/2016 17:00,4120,medium
28101,None,277.46,0.0,0.0,75,Mist,mist,11/15/2016 9:00,5325,high
30731,None,258.22,0.0,0.0,5,Clear,sky is clear,2/3/2017 7:00,6421,very high
26389,None,294.68,3.27,0.0,75,Drizzle,drizzle,9/6/2016 11:00,4335,medium
23561,None,295.25,0.0,0.0,90,Rain,proximity shower rain,5/23/2016 11:00,4627,high
12375,None,275.87,0.0,0.0,90,Clouds,overcast clouds,2/20/2014 0:00,605,very low
14609,None,297.4,0.0,0.0,76,Clouds,broken clouds,5/24/2014 12:00,4137,medium
37570,None,289.68,0.0,0.0,75,Clouds,broken clouds,9/29/2017 18:00,5492,high
41775,None,263.01,0.0,0.0,1,Mist,mist,2/24/2018 0:00,1043,very low
14816,None,295.21,0.0,0.0,20,Clouds,few clouds,6/1/2014 17:00,4330,medium
43450,None,270.08,0.0,0.0,1,Clear,sky is clear,4/20/2018 6:00,5492,high
35229,None,297.83,0.0,0.0,40,Clouds,scattered clouds,7/10/2017 12:00,4751,high
41912,None,278.86,0.0,0.0,40,Clouds,scattered clouds,2/27/2018 17:00,6202,very high
13480,None,277.1,0.0,0.0,40,Clouds,scattered clouds,4/7/2014 5:00,2672,low
23731,None,291.03,1.27,0.0,75,Mist,mist,5/28/2016 15:00,4143,medium
1642,None,280.8,0.0,0.0,90,Mist,mist,12/2/2012 15:00,4329,medium
22209,None,274.05,0.0,0.0,75,Clouds,broken clouds,4/3/2016 8:00,2484,low
46386,None,291.87,0.0,0.0,20,Thunderstorm,thunderstorm,8/3/2018 10:00,4384,high
10698,None,254.11,0.0,0.0,64,Clouds,broken clouds,12/15/2013 10:00,3851,medium
23132,None,288.13,0.0,0.0,75,Clouds,broken clouds,5/8/2016 9:00,3104,medium
40583,None,256.58,0.0,0.0,1,Clear,sky is clear,1/12/2018 17:00,5779,high
3481,None,272.32,0.0,0.0,90,Haze,haze,2/10/2013 14:00,2212,low
43628,None,287.87,0.0,0.0,1,Clear,sky is clear,4/27/2018 16:00,6471,very high
26713,None,300.39,0.0,0.0,1,Clear,sky is clear,9/18/2016 16:00,5053,high
622,None,283.79,0.0,0.0,90,Rain,light rain,10/25/2012 19:00,3500,medium
34733,None,292.96,0.0,0.0,90,Rain,light rain,6/22/2017 8:00,6044,very high
32841,None,282.88,0.0,0.0,90,Rain,light rain,4/19/2017 15:00,5875,very high
38266,None,286.84,0.0,0.0,1,Clear,sky is clear,10/23/2017 12:00,4802,high
35655,None,293.15,0.0,0.0,90,Thunderstorm,thunderstorm,7/25/2017 9:00,4883,high
5634,None,290.96,0.0,0.0,75,Clouds,broken clouds,4/30/2013 22:00,1809,low
33803,None,281.41,0.0,0.0,90,Clouds,overcast clouds,5/19/2017 11:00,4837,high
46823,None,294.01,0.0,0.0,1,Clear,sky is clear,8/18/2018 23:00,2044,low
25017,None,297.851,0.0,0.0,0,Clear,Sky is Clear,7/17/2016 15:00,4059,medium
48078,None,281.93,0.0,0.0,20,Clouds,few clouds,9/25/2018 22:00,1571,low
6724,None,285.49,0.0,0.0,88,Drizzle,light intensity drizzle,6/6/2013 7:00,6604,very high
26736,None,299.58,0.0,0.0,0,Clear,Sky is Clear,9/19/2016 15:00,4944,high
19992,None,274.94,0.0,0.0,90,Snow,snow,12/14/2015 9:00,4783,high
45608,None,287.59,0.0,0.0,1,Clear,sky is clear,7/6/2018 6:00,4489,high
45628,None,292.29,0.0,0.0,1,Clear,sky is clear,7/7/2018 2:00,604,very low
28420,None,275.15,0.0,0.0,90,Rain,light rain,11/24/2016 17:00,2825,low
22526,None,291.68,0.0,0.0,40,Clouds,scattered clouds,4/18/2016 0:00,588,very low
25005,None,293.121,0.0,0.0,64,Clouds,broken clouds,7/17/2016 3:00,334,very low
29162,None,256.22,0.0,0.0,90,Clouds,overcast clouds,12/15/2016 21:00,2693,low
28763,None,272.46,0.0,0.0,90,Clouds,overcast clouds,12/2/2016 19:00,3916,medium
19877,None,274.22,0.0,0.0,1,Clear,sky is clear,12/8/2015 0:00,1055,very low
36807,None,284.61,0.0,0.0,1,Mist,mist,9/1/2017 6:00,5248,high
15301,None,298.07,0.0,0.0,0,Clear,Sky is Clear,7/7/2014 9:00,4917,high
43410,None,275.58,0.0,0.0,90,Clouds,overcast clouds,4/18/2018 15:00,5835,very high
45271,None,290.22,0.0,0.0,1,Mist,mist,6/24/2018 6:00,1091,very low
31594,None,271.15,0.0,0.0,5,Clear,sky is clear,3/8/2017 19:00,3529,medium
43822,None,288.54,0.0,0.0,1,Clear,sky is clear,5/5/2018 4:00,399,very low
26694,None,292.16,0.0,0.0,1,Clear,sky is clear,9/17/2016 19:00,3592,medium
27256,None,292.17,0.0,0.0,0,Clear,Sky is Clear,10/11/2016 9:00,4684,high
29459,None,273.68,0.0,0.0,90,Mist,mist,12/25/2016 6:00,454,very low
39005,None,273.43,0.0,0.0,90,Clouds,overcast clouds,11/16/2017 19:00,3538,medium
31867,None,274.48,0.0,0.0,1,Clear,sky is clear,3/19/2017 9:00,2948,medium
26799,None,289.6,0.0,0.0,80,Clouds,broken clouds,9/22/2016 7:00,5868,very high
43587,None,281.49,0.0,0.0,1,Clear,sky is clear,4/25/2018 23:00,1023,very low
28504,None,272.95,0.0,0.0,40,Fog,fog,11/26/2016 21:00,2367,low
7973,None,291.33,0.0,0.0,68,Clouds,broken clouds,7/27/2013 11:00,4218,medium
11453,None,269.28,0.0,0.0,90,Mist,mist,1/14/2014 4:00,877,very low
18552,None,290.83,0.0,0.0,90,Drizzle,light intensity drizzle,9/24/2015 9:00,5217,high
44418,None,292.94,0.0,0.0,1,Clear,sky is clear,5/27/2018 1:00,829,very low
